,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Cluster,id,names
63,0.727,0.937,-2.871,0.286,0.00417,0.0,0.091,0.749,132.067,219493,1,03UrZgTINDqvnUMbbIMhql,Gangnam Style (강남스타일)
64,0.616,0.69,-5.749,0.0411,0.529,0.0,0.117,0.452,82.0,201729,1,1ejlaQBxPJ0P27FXJGMi3W,Ich will nur dass du weißt - Radio Edit
65,0.609,0.378,-9.828,0.438,0.835,0.0,0.28,0.515,100.43,233720,0,50kpGaPAhYJ3sGmk6vplg0,Love Yourself
66,0.799,0.586,-6.735,0.0377,0.162,2.03e-06,0.193,0.549,120.97,227833,1,3s4U7OHV7gnj42VV72eSZ6,Rather Be (feat. Jess Glynne)
67,0.487,0.666,-6.898,0.058,0.0378,2.71e-06,0.101,0.67,169.997,237933,0,2TSoLv5tMkqikfpM5irrqZ,Still
68,0.548,0.723,-6.002,0.0375,0.0969,1.28e-05,0.337,0.499,125.088,179960,2,4zLBcDtvYNVtF9fnG6lme3,Sun Goes Down (feat. Jasmine Thompson) - Radio Mix
69,0.574,0.52,-8.012,0.0445,0.0103,0.0,0.133,0.454,132.878,204360,1,69kCVBamC48sizKB1qNQWE,Herz über Kopf
70,0.448,0.784,-3.686,0.0625,0.0999,0.000108,0.668,0.237,136.239,186813,2,62yJjFtgkhUrXktIoSjgP2,Radioactive
71,0.788,0.649,-9.363,0.0589,0.0507,1.94e-05,0.315,0.387,126.004,209953,1,5NZlsLgfdg8HlP8RaXPIeP,Unter meiner Haut - Radio Mix
72,0.608,0.896,-5.864,0.0356,0.00562,5.89e-05,0.172,0.504,128.031,191582,1,0GBdCrn4tQ4sxiaXHV03MP,Hello - Radio Edit
73,0.537,0.731,-6.017,0.036,0.00571,0.0022,0.103,0.298,137.954,210347,1,2TABt0nj3WNPXbka7nzwIt,Hollywood Hills
74,0.489,0.597,-6.633,0.0292,0.27,0.0,0.105,0.323,95.013,253520,0,1bIVDJC6imJNGSExMwlxy3,Love Me Like You Do
75,0.604,0.787,-3.674,0.103,0.0679,0.15,0.127,0.301,126.062,245040,0,0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia)
76,0.553,0.314,-9.624,0.0272,0.763,1.98e-06,0.111,0.224,112.067,268747,0,6GyBgO7IGH7nBdhbogEYnT,Auf anderen Wegen
77,0.592,0.8,-4.931,0.215,0.0561,2.01e-06,0.0775,0.728,89.972,224813,1,378iszndTZAR4dH8kwsLC6,Cheap Thrills (feat. Sean Paul)
78,0.775,0.76,-4.847,0.126,0.00573,0.0,0.341,0.766,124.977,195192,1,5QIG1kl6klZIy0Lu67XNYJ,Welcome to St. Tropez - DJ Antoine vs. Mad Mark Radio Edit
79,0.701,0.425,-10.965,0.375,0.328,0.13,0.1,0.562,135.128,194088,1,2Fxmhks0bxGSBdJ92vM42m,bad guy
80,0.413,0.42,-6.444,0.0416,0.588,6.39e-05,0.11,0.185,84.126,172724,2,5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me
81,0.825,0.668,-6.329,0.0579,0.223,6.47e-05,0.167,0.534,118.989,215187,1,5bGG1abhVIUm6EAa36ipRX,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit]
82,0.376,0.695,-4.782,0.0933,0.135,0.0,0.11,0.302,169.533,209440,1,5yVIlYEHZxQVLyInCdldoS,Impossible
83,0.539,0.533,-7.897,0.347,0.0824,0.0,0.129,0.646,120.054,190187,1,6oHDvarQSp0mf5AD1SyNH0,Lieblingsmensch
84,0.285,0.462,-6.166,0.0291,0.428,5.61e-06,0.122,0.0923,142.365,314720,5,4hrAKlxfblnG7llBEEX7TR,Run
85,0.445,0.537,-8.532,0.04,0.695,1.65e-05,0.0944,0.131,122.769,244360,0,3JvKfv6T31zO0ini8iNItO,Another Love
86,0.366,0.532,-6.054,0.034,0.00718,3.79e-06,0.109,0.141,88.05,218546,1,2xtnnO9bHKXEmsfetO3ldK,Wie schön du bist
87,0.773,0.623,-6.173,0.0377,0.22,0.0,0.389,0.714,129.963,208280,1,4ZPXuHp219ujq6QJ9oqteR,Chöre
88,0.794,0.811,-8.966,0.038,0.0426,1.07e-06,0.101,0.862,116.047,248413,0,2Foc5Q5nqNiosCNqttzHof,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]
89,0.336,0.627,-7.463,0.0384,0.164,0.0,0.0708,0.35,150.273,241107,0,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You
90,0.645,0.722,-4.574,0.0291,0.32,0.0,0.171,0.407,92.014,227520,1,2ZoO0uLQRp2WhTlyIH8PJf,Lieder
91,0.733,0.65,-3.539,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,209160,1,0a9npeEQIad1Wr4H1RsLPU,Habits (Stay High)
92,0.87,0.706,-5.769,0.0417,0.56,0.0,0.104,0.953,122.98,225932,1,7nuBU1HCcOwG5f1orN4ByW,A Night Like This
93,0.646,0.741,-4.973,0.034,0.0275,0.0,0.312,0.571,123.077,203000,1,6h5PAsRni4IRlxWr6uDPTP,More Than You Know
94,0.737,0.636,-4.546,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,222653,1,6kPJZM97LwdG9QIsT7khp6,Solo (feat. Demi Lovato)
95,0.581,0.963,-4.087,0.0981,0.0295,0.0,0.139,0.788,129.992,204160,1,3cHyrEgdyYRjgJKSOiOtcS,Timber
96,0.711,0.906,-2.671,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,157153,2,12zpU2S4lMdrK9dvsOoL1m,I Love It (feat. Charli XCX)
97,0.666,0.83,-5.715,0.0751,0.0123,0.0,0.191,0.702,113.03,236002,0,6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")"
98,0.842,0.488,-7.856,0.0844,0.218,0.00718,0.0877,0.647,126.019,164955,2,2dQzfKRaMKUCQgMpOtpLTh,Bella Ciao - HUGEL Remix
99,0.704,0.558,-7.273,0.0542,0.148,0.0,0.107,0.245,110.444,222091,1,4lLtanYk6tkMvooU0tWzG8,Grenade
100,0.206,0.81,-6.492,0.0423,5.93e-05,0.0644,0.0855,0.155,163.552,268200,0,2j7z87EnqB1NFQts2db0VR,Don't Change
101,0.508,0.72,-5.908,0.0628,0.272,0.0,0.0563,0.472,79.983,261640,0,2MfOcbtgz2yTsiznFmVZUN,Halo
102,0.551,0.914,-4.063,0.0465,0.0263,1.35e-05,0.347,0.543,119.994,224493,1,0v1XpBHnsbkCn7iJ9Ucr1l,It's My Life
103,0.567,0.49,-10.867,0.0414,0.79,1.42e-05,0.0919,0.847,134.923,153333,2,69RH84na5iUNwrwxpgjC5j,Where Did Our Love Go
104,0.473,0.652,-10.171,0.0305,0.0132,1.13e-05,0.14,0.401,140.117,340200,5,0wokCRaKD0zPNhMRXAgVsr,Ordinary World
105,0.518,0.901,-3.749,0.093,0.174,0.0314,0.0712,0.873,115.026,254933,0,7EsjkelQuoUlJXEw7SeVV4,Black or White
106,0.465,0.814,-11.043,0.0351,0.238,0.00379,0.098,0.855,203.824,226067,1,4I3nztDQ3cPajQtzg59tWx,Don't Get Me Wrong
107,0.629,0.545,-13.123,0.0546,0.719,0.00308,0.0604,0.194,108.376,298933,5,1PtQJZVZIdWIYdARpZRDFO,Running Up That Hill (A Deal With God)
108,0.421,0.873,-4.343,0.0564,0.0654,0.0,0.123,0.629,84.786,202533,1,7wMq5n8mYSKlQIGECKUgTX,Hall of Fame (feat. will.i.am)
109,0.817,0.599,-9.249,0.0328,0.132,0.000311,0.0873,0.548,108.873,245640,0,2KH16WveTQWT6KOG9Rg6e2,Eye of the Tiger
110,0.599,0.732,-6.843,0.026,0.0145,0.000467,0.143,0.295,97.997,263867,0,2Ms33RTRCT6gArrpcrPxmo,Feel
111,0.32,0.917,-5.903,0.0771,0.0717,0.0,0.169,0.715,190.757,188360,2,15tHagkk8z306XkyOHqiip,"I'll Be There for You - Theme From ""Friends"""
112,0.735,0.72,-7.04,0.336,0.00105,0.15,0.382,0.364,124.174,403293,5,303ccTay2FiDTZ9fZ2AdBt,Music Sounds Better With You
113,0.605,0.913,-4.345,0.0376,0.00159,0.0,0.0813,0.665,139.941,230960,1,3Voz5vnFfMu8nrVP6hIYte,This Is How a Heart Breaks
114,0.886,0.664,-11.795,0.0524,0.145,0.0483,0.0767,0.906,121.631,298867,5,3K7Q9PHUWPTaknlbFPThn2,Celebration
115,0.662,0.739,-5.354,0.0322,0.00206,0.0603,0.113,0.382,130.999,188960,1,6JY1IdkZGeIcPegKxjSKeb,Since U Been Gone
116,0.724,0.907,-4.78,0.0632,0.0187,4.97e-06,0.0824,0.962,139.016,244827,0,4Qn1QhHhUT01LfpBnC7xnf,Wild Wild West
117,0.581,0.717,-4.433,0.0318,0.0298,0.000185,0.243,0.316,107.884,236440,0,7GAaTpSoTWUTbP2Yxlt4Hd,Need You Now
118,0.711,0.924,-3.398,0.0282,0.0156,0.0,0.114,0.912,108.033,248640,0,1qEHgdFqUxFebMPk8s2HLY,I Don't Feel Like Dancin' - Radio Edit
119,0.727,0.83,-6.658,0.0376,0.023,0.00362,0.73,0.899,118.002,240707,0,1jI1aLmm5HTwiMtvsbwDJw,Who Do You Think You Are
120,0.581,0.498,-6.9,0.0276,0.198,0.0,0.132,0.111,116.262,206360,1,63CHa6rmamv9OsehkRD8oz,Against All Odds (Take a Look at Me Now) - 2016 Remaster
121,0.954,0.614,-11.48,0.106,0.0816,9.25e-05,0.086,0.839,117.548,265667,0,4CYyheknaH5R2xfEndtixD,Bust A Move
122,0.65,0.306,-9.443,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,180056,2,3SdTKo2uVsxFblQjpScoHy,Stand By Me
123,0.52,0.709,-7.125,0.0352,0.247,1.78e-05,0.18,0.536,76.039,263560,0,6urCAbunOQI4bLhmGpX7iS,Don't Speak
124,0.759,0.85,-7.156,0.0418,0.456,1.72e-06,0.488,0.963,149.211,234653,0,4wswaG5vmNINMZcVBsAyBP,Got My Mind Set On You - Remastered 2004
125,0.596,0.448,-9.616,0.0396,0.365,5.3e-06,0.206,0.796,83.293,264504,0,1bp2IO61zbQrbWNmKKxg3f,The Joker
126,0.68,0.625,-7.0,0.0353,0.0645,5.81e-05,0.109,0.814,94.02,266000,0,3x4yV0hW5Ve3TKhFkXSqFn,If You Had My Love
127,0.702,0.578,-13.415,0.031,0.382,5.89e-06,0.0425,0.975,111.617,363640,5,5izGeTxueiFX1UPFGohY9w,Addicted To Love
128,0.628,0.871,-6.44,0.0363,0.0077,1.64e-06,0.392,0.615,106.101,232067,1,3XorCFmcupSm5QS6hA9g4N,I Want You
129,0.481,0.638,-5.862,0.0276,0.153,0.0,0.154,0.497,79.064,259933,0,2hKdd3qO7cWr2Jo0Bcs0MA,Drops of Jupiter (Tell Me)
130,0.533,0.783,-10.61,0.0366,0.0116,0.0565,0.186,0.726,124.874,234907,0,07ABETRdek3ACMpRPvQuaT,Always on My Mind
131,0.328,0.936,-3.254,0.0628,0.0665,2.61e-06,0.165,0.31,162.97,289560,5,12dU3vAh6AFoJkisorfoUl,Don't Look Back in Anger - Remastered
132,0.66,0.897,-5.558,0.0257,0.00316,2.25e-05,0.116,0.67,111.196,219133,1,5LeDMHIZ5YDZ2b1VOcYVcG,Hot In The City
133,0.456,0.573,-3.866,0.0275,0.578,3.05e-06,0.114,0.0992,76.19,238560,0,3TCauNPqFiniaYHBvEVoHG,Beautiful
134,0.848,0.838,-11.949,0.0721,0.0326,4.89e-06,0.124,0.787,97.736,271067,0,1k28sDTLOz942qa3wEtMQE,O.P.P
135,0.64,0.852,-8.119,0.0345,0.0243,1.82e-06,0.0497,0.793,122.902,246520,0,37Q5anxoGWYdRsyeXkkNoI,Heaven Is A Place On Earth
136,0.71,0.963,-4.787,0.0277,0.00859,0.0133,0.218,0.968,129.965,171747,2,37a8EdVw7VpAlRG4oASxIm,Out of Touch - Radio Edit
137,0.628,0.66,-12.262,0.0437,0.00994,0.51,0.398,0.437,144.635,367453,5,1UPJoPSCpOzYcRBq5nc586,Underneath the Radar
138,0.562,0.709,-4.92,0.0424,0.00124,0.0,0.109,0.401,91.958,225147,1,6O20JhBJPePEkBdrB5sqRx,Diamonds
139,0.397,0.949,-4.741,0.12,0.0575,0.000388,0.215,0.589,129.368,237467,0,2Ywft2Thbf7mPyoD2ntadi,Suspicious Minds
140,0.72,0.808,-5.627,0.0379,0.00793,0.0293,0.0634,0.869,126.041,307154,5,70HxNVlYQ0Hi6XqBtPLw80,Lady - Hear Me Tonight
141,0.899,0.422,-11.238,0.0509,0.202,5.08e-06,0.0864,0.852,109.147,276533,0,3lIpkjFnRxJ6Uvm8DgtgfV,Sign Your Name
142,0.486,0.617,-7.115,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373,0,3Fcfwhm8oRrBvBZ8KGhtea,Viva La Vida
143,0.635,0.684,-11.687,0.0329,0.088,0.156,0.0755,0.892,120.269,268547,0,05oFyvdztPdpwSwpoclD4c,"If You Leave - From ""Pretty In Pink"""
144,0.979,0.792,-2.784,0.0388,0.0025,7.71e-06,0.102,0.583,116.012,254467,0,3XVozq1aeqsJwpXrEZrDJ9,Ice Ice Baby
145,0.869,0.648,-8.698,0.0633,0.121,2.17e-05,0.126,0.9,125.035,339320,5,3koCCeSaVUyrRo3N2gHrd8,Let's Groove
146,0.565,0.564,-10.044,0.0292,0.161,0.0,0.114,0.454,134.358,295533,5,0jWgAnTrNZmOGmqgvHhZEm,What's Up?
147,0.535,0.801,-11.734,0.0345,0.00103,0.00329,0.0676,0.672,155.571,251573,0,3xzRBn3ywzobJrc1efC7Sb,I Melt with You
148,0.832,0.553,-13.705,0.0487,0.0422,0.00356,0.249,0.89,119.825,215693,1,6Lphpr9Z6H282Sguw0dUWa,Le Freak
149,0.595,0.717,-4.803,0.0295,0.0779,0.00274,0.108,0.547,88.969,215907,1,1G391cbiT3v3Cywg8T7DM1,Scar Tissue
150,0.697,0.611,-11.746,0.0258,0.18,2.04e-06,0.0876,0.808,129.96,233493,0,2J9yZBKajggHsCmoSiaVCw,Together In Electric Dreams
151,0.805,0.479,-14.734,0.0436,0.0627,0.000143,0.104,0.962,128.411,201293,1,5rfJ2Bq2PEL8yBjZLzouEu,Who Can It Be Now?
152,0.675,0.479,-9.87,0.0278,0.633,1.76e-05,0.088,0.454,81.998,209493,1,5pbajJXEPdcoXQPXoAVR1t,You're Beautiful
153,0.613,0.962,-5.36,0.0897,0.00228,0.00896,0.123,0.694,119.962,232627,0,6XxFTFauoIwxcEjeped3Iz,Suicide Blonde
154,0.497,0.349,-14.0,0.0297,0.0929,0.028,0.259,0.421,113.762,365627,5,5gOd6zDC8vhlYjqbQdJVWP,Baker Street
155,0.862,0.479,-9.199,0.0645,0.0523,0.00126,0.589,0.924,109.877,301520,5,3QHONiXGMGU3z68mQInncF,"I'll Be Missing You (feat. Faith Evans, 112)"
156,0.542,0.905,-5.653,0.054,0.00172,0.0104,0.136,0.374,153.398,203347,1,0ntQJM78wzOLVeCUAW7Y45,Sex on Fire
157,0.534,0.875,-5.637,0.0407,0.214,0.000184,0.0516,0.727,168.95,356023,5,1dm00I58PW9kfpQ7su2opJ,Wild Horses - Rerecorded
158,0.761,0.67,-12.759,0.0438,0.21,0.000426,0.0685,0.91,120.752,215173,1,5jSz894ljfWE0IcHBSM39i,Raspberry Beret
159,0.515,0.426,-9.267,0.0278,0.0482,0.737,0.121,0.195,129.3,198467,1,0Wl42CUb1phIU9O2aR1wXI,Disarm
160,0.786,0.803,-6.59,0.205,0.0294,0.0,0.224,0.949,173.029,229000,1,1nXTM2CVdaoCySSD5kgt3J,Sweat (A La La La La Long)
161,0.749,0.614,-10.594,0.0264,0.0372,0.00286,0.0603,0.878,103.868,208173,1,2nmaEzFZrSm2aMLtfJDzyG,Werewolves of London
162,0.598,0.901,-6.081,0.0359,0.116,0.0401,0.178,0.814,153.24,231120,1,4cMHCRLPNoEbpnl2rz6GS9,Back on the Chain Gang - 2007 Remaster
163,0.529,0.843,-6.908,0.0616,0.0628,0.000827,0.0608,0.188,117.662,310333,5,3MrRksHupTVEQ7YbA0FsZK,The Final Countdown
164,0.423,0.681,-9.756,0.0398,0.0592,0.000177,0.0889,0.56,110.461,160307,2,7AzFID6u1b3zIWbd9pb8Dk,Summer in the City - Remastered
165,0.653,0.603,-6.017,0.0278,0.0292,0.0,0.097,0.101,118.016,184400,2,6ucR4KfvsBFWCMVFDvyKKl,Apologize
166,0.611,0.853,-4.983,0.034,0.0219,0.0,0.671,0.376,135.558,243280,0,5ZY7Gug850kv4heJcWZGHM,Just Like Paradise
167,0.349,0.348,-6.142,0.0316,0.726,0.0,0.12,0.0886,74.541,246587,0,0HZhYMZOcUzZKSFwPOti6m,jar of hearts
168,0.696,0.875,-3.682,0.0649,0.134,0.0,0.159,0.772,127.39,222733,1,6zKMARmU2Ue50cucKnIUR6,Forget You
169,0.52,0.652,-6.655,0.0274,0.339,6.14e-05,0.256,0.722,80.61,258787,0,6kvoHl80mfCVTv7XnZkjQn,"It Must Have Been Love - From the Film ""Pretty Woman"""
170,0.496,0.739,-7.193,0.0416,0.0209,0.00451,0.106,0.377,132.411,336000,5,4JiEyzf0Md7KEFFGWDDdCr,Knockin' On Heaven's Door
171,0.445,0.949,-4.682,0.0471,0.395,8.18e-06,0.0902,0.653,147.604,168960,2,3Dy4REq8O09IlgiwuHQ3sk,Waterloo
172,0.526,0.328,-9.864,0.0461,0.694,0.0,0.112,0.11,116.068,526387,3,0SuG9kyzGRpDqrCWtgD6Lq,Give Me Love
